pl_name,hostname,sy_starnum,sy_planetnum,disc_year,disc_facility,T_orbit,orb_semimajor_AU,R_pl_earths,M_pl_earths,orb_eccentricity,avg_temp,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_grav_surface,rastr,right_asc,decstr,declination,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,star_id,Fe,O,S,Ca,Mg,C,Si,Ti,planet_letter,T_orbit_right,orb_eccentricity_right,orb_semimajor_AU_right,M_pl_earths_right,R_pl_earths_right,inclination,atm_main_gases,atm_percentages,atm_trace_gases,pl_insolation
Kepler-1768 b,Kepler-1768,1,1,2021,Kepler,15.13589954,0.1286,2.233,5.62,0.0,933,,6050.0,1.57,1.24,0.14,[Fe/H],4.14,19h59m49.74s,299.9572335,+44d46m18.79s,44.7718851,632.766,13.565,11.932,13.4376,Kepler-1768,0.02,0.01,0.0,0.03,-0.02,-0.01,-0.04,0.0,b,15.14,0.0,0.13,0.0,0.0,89.95,None,None,None,15141.845028000456
Kepler-1769 b,Kepler-1769,1,1,2021,Kepler,89.1934967,0.3987,4.465,18.2,0.0,483,,6071.0,1.3,1.06,-0.06,[Fe/H],4.24,19h38m58.41s,294.7433755,+43d27m40.19s,43.4611633,438.412,12.487,11.264,12.445,Kepler-1769,0.04,0.08,0.0,0.11,0.01,0.03,0.04,0.03,b,89.19,0.0,0.4,0.0,0.0,89.95,O|N|H2O|S,13.896066705939184|55.584266823756735|29.5430378168267|0.47662865347737104,CH4|NH4|NH3|SO2,7852.408267521503
Kepler-1771 b,Kepler-1771,1,1,2021,Kepler,88.64399719,0.3815,4.055,15.5,0.0,391,,5661.0,0.93,0.94,0.0,[Fe/H],4.47,19h28m03.23s,292.0134714,+49d01m08.86s,49.0191267,565.752,13.802,12.152,13.7005,Kepler-1771,-0.08,-0.11,0.0,0.03,-0.13,-0.04,-0.11,-0.03,b,88.65,0.0,0.39,0.0,0.0,88.81,O|N|H2O|S|CO2,11.111968411640198|44.447873646560794|23.62404484314706|0.5903087968958248|19.725804301756117,CH4|NH4|NH3|SO2,6331.133021666292
Kepler-1772 b,Kepler-1772,1,1,2021,Kepler,3.21509004,0.0418,2.686,7.68,0.0,1155,,5541.0,0.93,0.94,0.12,[Fe/H],4.47,19h17m45.15s,289.4381201,+39d16m13.29s,39.2703594,871.564,13.546,11.75,13.3948,Kepler-1772,0.09,-0.06,0.0,0.03,0.05,-0.01,0.0,0.03,b,3.22,0.0,0.0,0.0,0.0,0.0,None,None,None,18721.28108865203
Kepler-1773 b,Kepler-1773,1,1,2021,Kepler,40.80970001,0.2489,3.505,12.1,0.0,623,,6183.0,1.3,1.24,0.26,[Fe/H],4.3,19h04m53.57s,286.2232284,+38d15m29.40s,38.2581676,681.255,13.085,11.692,12.9455,Kepler-1773,0.18,0.21,0.0,0.25,0.17,0.18,0.15,0.18,b,40.81,0.0,0.24,0.0,0.0,89.95,O|N|H2O|S,13.913307874490275|55.6532314979611|29.579692541166327|0.3537680863822972,SO2,10121.678880188909
Kepler-1774 b,Kepler-1774,1,1,2021,Kepler,59.77080154,0.3096,3.182,10.2,0.0,522,,6214.0,1.12,1.1,-0.02,[Fe/H],4.38,19h14m17.86s,288.5743991,+40d59m18.98s,40.9886069,816.592,14.02,12.505,13.8899,Kepler-1774,-0.12,-0.1,0.0,-0.08,-0.12,-0.08,-0.11,-0.12,b,59.77,0.0,0.31,0.0,0.0,89.38,O|N|H2O|S,13.861965156244441|55.447860624977764|29.47053792217568|0.7196362966021208,SO2,8465.914238975578
Kepler-1775 b,Kepler-1775,1,1,2021,Kepler,85.65399933,0.3986,3.648,12.9,0.0,522,,5818.0,1.65,1.15,0.24,[Fe/H],4.07,19h05m36.56s,286.4023452,+38d44m18.84s,38.7385674,657.023,13.429,12.005,13.2765,Kepler-1775,0.19,0.1,0.0,0.2,0.15,0.14,0.17,0.17,b,85.65,0.0,0.39,0.0,0.0,89.95,O|N|H2O|S,13.899063291338932|55.596253165355726|29.54940855738657|0.4552749859187759,NH4|SO2,8478.931414039802
Kepler-1776 b,Kepler-1776,1,1,2021,Kepler,35.01190186,0.2124,2.612,7.33,0.0,603,,5872.0,1.15,1.04,0.1,[Fe/H],4.33,19h26m08.26s,291.5344017,+47d02m32.98s,47.0424958,690.336,13.68,12.259,13.5571,Kepler-1776,-0.1,-0.12,0.0,-0.08,-0.12,-0.08,-0.11,-0.1,b,35.01,0.0,0.0,0.0,0.0,0.0,O|N|H2O|S,13.857241798561049|55.428967194244194|29.46049606374079|0.7532949434539633,SO2,9787.049645667754
Kepler-1777 b,Kepler-1777,1,1,2021,Kepler,12.18420029,0.1031,2.132,5.19,0.0,819,,5771.0,1.07,0.98,0.06,[Fe/H],4.37,19h21m18.87s,290.3286455,+37d43m23.23s,37.7231188,619.146,14.112,12.528,13.9541,Kepler-1777,0,-0.17,0.0,0.07,-0.04,-0.11,-0.05,-0.04,b,12.18,0.0,0.0,0.0,0.0,0.0,None,None,None,13317.040206249416
Kepler-178 b,Kepler-178,1,3,2014,Kepler,9.576694,0.085,2.9,8.75,0.0,846,,5676.0,1.07,0.94,0.18,[Fe/H],4.33,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.025,14.876,12.899,14.5782,Kepler-178,-0.11,-0.4,0.0,-0.12,-0.03,-0.17,-0.06,-0.05,b,9.58,0.0,0.08,0.0,0.0,89.95,None,None,None,14425.102015745666
Kepler-178 c,Kepler-178,1,3,2014,Kepler,20.552802,0.142,2.88,8.65,0.0,656,,5676.0,1.07,0.94,0.18,[Fe/H],4.33,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.025,14.876,12.899,14.5782,Kepler-178,-0.11,-0.4,0.0,-0.12,-0.03,-0.17,-0.06,-0.05,c,0.0,0.0,0.0,0.0,0.22,0.0,O|N|H2O|S,13.762896248414167|55.05158499365667|29.259917424128517|1.4256013338006455,SO2,11160.51367324473
Kepler-178 d,Kepler-178,1,3,2014,Kepler,96.678988,0.397,3.95,14.8,0.0,392,,5676.0,1.07,0.94,0.18,[Fe/H],4.33,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.025,14.876,12.899,14.5782,Kepler-178,-0.11,-0.4,0.0,-0.12,-0.03,-0.17,-0.06,-0.05,d,96.68,0.0,0.39,0.0,0.0,89.95,O|N|H2O|S,13.762896248414167|55.05158499365667|29.259917424128517|1.4256013338006455,CH4|NH4|NH3|SO2,6674.720778129015
Kepler-1782 b,Kepler-1782,1,1,2021,Kepler,5.75622988,0.0582,2.229,5.6,0.0,773,,4931.0,0.73,0.79,0.0,[Fe/H],4.61,18h43m42.28s,280.926162,+44d05m16.09s,44.0878036,305.792,13.875,11.576,13.7041,Kepler-1782,-0.04,-0.03,0.0,0.02,-0.03,0.02,-0.08,-0.02,b,5.76,0.0,0.0,0.0,0.0,0.0,None,None,None,12509.185152698245
Kepler-1783 b,Kepler-1783,1,1,2021,Kepler,8.27744007,0.077,1.319,2.3,0.0,1088,,5129.0,1.78,0.89,-0.16,[Fe/H],3.88,19h48m05.06s,297.0210984,+41d22m37.80s,41.3771655,264.078,13.309,11.124,13.0982,Kepler-1783,0.04,-0.13,0.0,0.07,-0.04,-0.02,0.04,-0.02,b,8.28,0.0,0.08,0.0,0.0,89.38,None,None,None,17664.096070623138
Kepler-1785 b,Kepler-1785,1,1,2021,Kepler,19.58550072,0.1379,2.704,7.77,0.0,666,,5618.0,1.0,0.91,0.0,[Fe/H],4.4,19h43m10.12s,295.7921797,+47d36m00.25s,47.6000699,745.74,14.245,12.66,14.1632,Kepler-1785,-0.07,-0.12,0.0,-0.03,-0.04,-0.08,-0.04,-0.04,b,19.59,0.0,0.0,0.0,0.0,0.0,O|N|H2O|S,13.857241798561049|55.428967194244194|29.46049606374079|0.7532949434539633,SO2,10836.61594970155
Kepler-1786 b,Kepler-1786,1,1,2021,Kepler,78.5460968,0.3659,3.163,10.1,0.0,501,,5808.0,1.4,1.06,0.14,[Fe/H],4.17,19h30m21.07s,292.5877743,+38d31m19.14s,38.5219827,863.909,14.088,12.627,14.0789,Kepler-1786,-0.01,-0.07,0.0,0.02,0.0,-0.06,-0.03,0.02,b,78.55,0.0,0.37,0.0,0.0,89.95,O|N|H2O|S,13.868660112919116|55.474640451676464|29.48477140006604|0.6719280353383938,SO2,8137.734212942205
Kepler-1790 b,Kepler-1790,1,1,2021,Kepler,31.58889961,0.197,3.145,10.0,0.0,682,,5866.0,1.37,1.02,0.0,[Fe/H],4.17,19h38m16.05s,294.5668577,+46d04m32.63s,46.0757312,1070.17,14.179,12.686,14.0943,Kepler-1790,0.33,0.3,0.0,0.32,0.25,0.25,0.28,0.23,b,31.59,0.0,0.2,0.0,0.0,89.38,O|N|H2O|S,13.92257297462104|55.69029189848416|29.599390144044328|0.2877449828504801,SO2,11080.600818380994
Kepler-1791 b,Kepler-1791,1,1,2021,Kepler,7.72086,0.0761,3.121,9.91,0.0,1021,,5887.0,1.18,0.99,-0.06,[Fe/H],4.29,18h57m57.68s,284.4903166,+42d38m53.75s,42.6482636,602.218,13.529,12.006,13.4138,Kepler-1791,-0.04,-0.03,0.0,0.08,-0.11,-0.04,-0.07,0.03,b,7.72,0.0,0.08,0.0,0.0,88.24,None,None,None,16604.920150910486
Kepler-18 b,Kepler-18,1,3,2011,Kepler,3.504725,0.0447,2.0,6.9,0.0,1165,,5345.0,1.11,0.97,0.19,[Fe/H],4.31,19h52m19.07s,298.0794448,+44d44m46.49s,44.746248,433.047,13.771,11.756,13.5393,Kepler-18,0.18,0.1,0.0,0.18,0.16,0.18,0.18,0.15,b,3.5,0.0,0.04,0.0,0.0,85.52,None,None,None,19078.7324534826
Kepler-18 c,Kepler-18,1,3,2011,Kepler,7.64159,0.0752,5.49,17.3,0.0,899,,5345.0,1.11,0.97,0.19,[Fe/H],4.31,19h52m19.07s,298.0794448,+44d44m46.49s,44.746248,433.047,13.771,11.756,13.5393,Kepler-18,0.18,0.1,0.0,0.18,0.16,0.18,0.18,0.15,c,7.64,0.0,0.07,0.0,0.0,89.95,None,None,None,14709.379711152027
Kepler-18 d,Kepler-18,1,3,2011,Kepler,14.85888,0.1172,6.98,16.4,0.0,720,,5345.0,1.11,0.97,0.19,[Fe/H],4.31,19h52m19.07s,298.0794448,+44d44m46.49s,44.746248,433.047,13.771,11.756,13.5393,Kepler-18,0.18,0.1,0.0,0.18,0.16,0.18,0.18,0.15,d,14.86,0.0,0.0,0.05,0.54,0.0,None,None,None,11782.554941693264
Kepler-1800 b,Kepler-1800,1,1,2021,Kepler,4.56202984,0.0592,0.997,0.961,0.0,1533,,5343.0,2.51,1.33,0.08,[Fe/H],3.76,19h50m36.32s,297.6513317,+40d21m08.70s,40.3524154,350.455,13.194,11.279,13.0751,Kepler-1800,-0.1,0.09,0.0,-0.01,0.02,-0.02,-0.04,0.04,b,4.56,0.0,0.05,0.0,0.0,85.37,None,None,None,24920.414520524726
Kepler-1809 b,Kepler-1809,1,1,2021,Kepler,3.7572999,0.0435,1.513,2.9,0.0,877,,4901.0,0.72,0.81,0.04,[Fe/H],4.62,19h21m03.64s,290.2651662,+40d32m54.58s,40.5484937,409.602,14.271,12.16,14.1375,Kepler-1809,0.13,0.18,0.0,0.14,0.09,0.18,0.14,0.08,b,3.76,0.0,0.0,0.0,0.0,0.0,None,None,None,14282.374043272877
Kepler-181 b,Kepler-181,1,2,2014,Kepler,3.137873,0.04,1.27,2.15,0.0,1041,,5333.0,0.75,0.85,-0.023,[M/H],4.62,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.283,14.854,12.876,14.7137,Kepler-181,-0.13,-0.06,0.0,-0.02,-0.05,-0.05,-0.21,-0.09,b,3.14,0.0,0.04,0.0,0.0,88.81,None,None,None,16541.17285937968
Kepler-181 c,Kepler-181,1,2,2014,Kepler,4.302149,0.049,1.99,4.62,0.0,937,,5333.0,0.75,0.85,-0.023,[M/H],4.62,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.283,14.854,12.876,14.7137,Kepler-181,-0.13,-0.06,0.0,-0.02,-0.05,-0.05,-0.21,-0.09,c,4.3,0.0,0.05,0.0,0.0,85.94,None,None,None,14945.08040177139
Kepler-1814 b,Kepler-1814,1,2,2021,Kepler,2.93535996,0.0371,2.37,6.21,0.0,1022,,4922.0,0.82,0.79,0.2,[Fe/H],4.5,19h00m52.00s,285.2166767,+41d16m56.80s,41.2824449,726.346,15.814,13.393,15.607,Kepler-1814,0.12,-0.27,0.0,0.21,0.02,-0.09,0.06,0.06,b,2.94,0.0,0.04,0.0,0.0,84.29,None,None,None,16575.08106780523
Kepler-1814 c,Kepler-1814,1,2,2023,Kepler,0.62628177,0.0133,1.76,3.75,0.0,1711,,4922.0,0.82,0.79,0.2,[Fe/H],4.5,19h00m52.00s,285.2166767,+41d16m56.80s,41.2824449,726.346,15.814,13.393,15.607,Kepler-1814,0.12,-0.27,0.0,0.21,0.02,-0.09,0.06,0.06,c,0.63,0.0,0.01,0.0,0.0,89.38,None,None,None,27683.23220160224
Kepler-1816 b,Kepler-1816,1,1,2021,Kepler,91.50099945,0.3648,1.968,4.53,0.0,310,,5051.0,0.71,0.79,-0.24,[Fe/H],4.63,19h47m24.24s,296.8509823,+50d41m55.58s,50.6987736,437.823,14.734,12.527,14.4553,Kepler-1816,-0.3,-0.43,0.0,-0.26,-0.23,-0.31,-0.23,-0.24,b,91.5,0.0,0.0,0.0,0.18,0.0,O|N|H2O|S,13.748807794363998|54.99523117745599|29.229965370817855|1.525995657362159,CH4|NH4|NH3|SO2,5047.463748661839
Kepler-182 b,Kepler-182,1,2,2014,Kepler,9.825792,0.096,2.58,7.18,0.0,935,,6250.0,1.15,1.16,0.072,[M/H],4.4,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.09,14.942,13.518,14.8737,Kepler-182,0.1,-0.01,0.0,0.09,0.11,0.12,-0.06,0.15,b,9.83,0.0,0.1,0.0,0.0,85.37,None,None,None,15494.850895286005
Kepler-182 c,Kepler-182,1,2,2014,Kepler,20.684342,0.157,3.43,11.6,0.0,729,,6250.0,1.15,1.16,0.072,[M/H],4.4,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.09,14.942,13.518,14.8737,Kepler-182,0.1,-0.01,0.0,0.09,0.11,0.12,-0.06,0.15,c,20.68,0.0,0.0,0.0,0.0,0.0,O|N|H2O|S,13.8807556473521|55.5230225894084|29.51048650627056|0.5857352569689446,SO2,12116.388546056902
Kepler-1823 b,Kepler-1823,1,1,2021,Kepler,21.10339928,0.1528,2.086,5.0,0.0,718,,6000.0,1.13,1.07,0.06,[Fe/H],4.36,18h55m01.15s,283.754777,+45d20m06.45s,45.335125,724.971,13.477,12.079,13.3209,Kepler-1823,-0.04,0.0,0.0,-0.04,-0.07,-0.04,-0.04,0.01,b,21.1,0.0,0.15,0.0,0.0,89.91,None,None,None,11687.533681524557
Kepler-1827 b,Kepler-1827,1,1,2021,Kepler,3.70061994,0.0455,1.856,4.1,0.0,1329,,5423.0,1.4,0.92,0.08,[Fe/H],4.11,19h29m00.61s,292.2525301,+40d47m34.04s,40.7927895,686.461,13.228,11.171,13.0059,Kepler-1827,-0.12,0.13,0.0,-0.08,-0.03,-0.03,-0.11,-0.04,b,3.7,0.0,0.04,0.0,0.0,79.07,None,None,None,21547.25763249776
Kepler-183 b,Kepler-183,1,2,2014,Kepler,5.687945,0.064,2.06,4.9,0.0,1088,,5888.0,0.96,0.94,0.101,[M/H],4.5,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.64,14.993,13.308,14.8934,Kepler-183,0.08,0.0,0.0,0.19,0.09,0.08,0.09,0.04,b,0.0,0.0,0.0,0.0,0.22,0.0,None,None,None,16334.562663377212
Kepler-183 c,Kepler-183,1,2,2014,Kepler,11.637071,0.103,2.27,35.7,0.0,857,,5888.0,0.96,0.94,0.101,[M/H],4.5,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.64,14.993,13.308,14.8934,Kepler-183,0.08,0.0,0.0,0.19,0.09,0.08,0.09,0.04,c,11.64,0.0,0.1,0.0,0.0,89.95,O|N|H2O|S|CO2,11.07552606702962|44.30210426811848|23.546568418504968|0.4567227244135926|20.11907852193335,CH4|NH4|NH3|SO2,12875.938270587903
Kepler-1830 b,Kepler-1830,1,1,2021,Kepler,56.49330139,0.3259,3.33,11.1,0.0,681,,6160.0,2.05,1.44,0.24,[Fe/H],3.98,19h40m33.37s,295.1390408,+40d58m44.59s,40.9790527,1056.88,13.605,12.264,13.4841,Kepler-1830,0.23,0.4,0.0,0.22,0.06,-0.05,0.15,0.16,b,56.49,0.0,0.0,0.0,0.0,0.0,O|N|H2O|S,13.9308588280384|55.7234353121536|29.617005868409635|0.22869999139837427,SO2,11066.481004670311
Kepler-1833 b,Kepler-1833,1,1,2021,Kepler,6.8921299,0.0771,1.3,2.24,0.0,1177,,6164.0,1.45,1.29,0.38,[Fe/H],4.23,19h23m29.14s,290.8714239,+45d24m37.01s,45.4102813,591.602,12.645,11.29,12.5657,Kepler-1833,0.22,0.23,0.0,0.2,0.14,0.1,0.21,0.21,b,6.89,0.0,0.0,0.0,0.12,0.0,None,None,None,19147.563681171854
Kepler-1834 b,Kepler-1834,1,2,2021,Kepler,4.60301018,0.0496,1.459,2.73,0.0,848,,4821.0,0.79,0.77,0.16,[Fe/H],4.53,19h38m39.52s,294.6646789,+39d47m01.85s,39.7838461,500.395,15.18,12.722,14.9047,Kepler-1834,-0.05,-0.25,0.0,0.01,-0.05,-0.17,-0.01,-0.09,b,4.6,0.0,0.0,0.0,0.13,0.0,None,None,None,13781.735775280948
Kepler-1834 c,Kepler-1834,1,2,2023,Kepler,0.76669152,0.015,1.22,1.98,0.0,1541,,4821.0,0.79,0.77,0.16,[Fe/H],4.53,19h38m39.52s,294.6646789,+39d47m01.85s,39.7838461,500.395,15.18,12.722,14.9047,Kepler-1834,-0.05,-0.25,0.0,0.01,-0.05,-0.17,-0.01,-0.09,c,0.77,0.0,0.0,0.0,0.0,0.0,None,None,None,25061.042213750905
Kepler-1843 b,Kepler-1843,1,1,2021,Kepler,25.54339981,0.171,2.709,7.8,0.0,772,,5422.0,1.78,1.02,0.02,[Fe/H],3.95,19h31m32.46s,292.8852302,+41d16m45.01s,41.279169,784.625,13.086,11.141,12.9086,Kepler-1843,0,-0.14,0.0,-0.03,-0.04,-0.1,-0.09,-0.06,b,25.54,0.0,0.17,0.0,0.0,89.38,O|N|H2O|S,13.852299284680507|55.40919713872203|29.44998827923076|0.7885152973667122,SO2,12530.417447631587
Kepler-1846 b,Kepler-1846,1,1,2021,Kepler,14.82009983,0.1089,1.764,3.76,0.0,552,,4825.0,0.73,0.79,0.08,[Fe/H],4.6,19h37m33.83s,294.3909489,+44d45m46.63s,44.7629523,374.615,14.412,11.942,14.1277,Kepler-1846,0.15,-0.12,0.0,0.16,0.12,0.05,0.16,0.14,b,14.82,0.0,0.11,0.0,0.0,89.88,O|N|H2O|S,13.857241798561049|55.428967194244194|29.46049606374079|0.7532949434539633,SO2,8948.266054858212
Kepler-1848 b,Kepler-1848,1,1,2021,Kepler,5.60402012,0.0563,1.409,2.57,0.0,774,,4847.0,0.74,0.76,0.0,[Fe/H],4.58,19h57m31.56s,299.3814921,+45d35m31.50s,45.5920846,309.696,13.887,11.529,13.679,Kepler-1848,0.22,0.01,0.0,0.23,0.19,0.15,0.2,0.2,b,5.6,0.0,0.06,0.0,0.0,89.38,None,None,None,12587.189269844177
Kepler-185 b,Kepler-185,1,2,2014,Kepler,1.6329,0.026,1.17,1.71,0.0,1237,,5208.0,0.81,0.81,0.16,[Fe/H],4.54,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.735,14.562,12.515,14.4426,Kepler-185,-0.2,-0.35,0.0,-0.12,-0.18,-0.24,-0.21,-0.18,b,1.63,0.0,0.03,0.0,0.0,87.09,None,None,None,20821.925653380553
Kepler-185 c,Kepler-185,1,2,2014,Kepler,20.729042,0.139,2.02,4.74,0.0,530,,5208.0,0.81,0.81,0.16,[Fe/H],4.54,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.735,14.562,12.515,14.4426,Kepler-185,-0.2,-0.35,0.0,-0.12,-0.18,-0.24,-0.21,-0.18,c,20.73,0.0,0.14,0.0,0.0,88.24,O|N|H2O|S,13.784373938799854|55.13749575519942|29.30557899388849|1.2725513121122374,SO2,9005.341055376619
Kepler-1853 b,Kepler-1853,1,1,2021,Kepler,48.88819885,0.2395,1.519,2.92,0.0,386,,4821.0,0.79,0.77,0.16,[Fe/H],4.53,18h58m59.49s,284.7478834,+46d22m24.75s,46.3735415,562.348,15.229,12.776,15.0482,Kepler-1853,0.11,-0.12,0.0,0.17,0.0,-0.01,0.11,0.05,b,48.89,0.0,0.23,0.0,0.0,89.95,O|N|H2O|S,13.857241798561049|55.428967194244194|29.46049606374079|0.7532949434539633,SO2,6271.797081614496
Kepler-1854 b,Kepler-1854,1,1,2021,Kepler,39.83110046,0.2119,2.587,7.21,0.0,420,,5026.0,0.76,0.8,0.0,[Fe/H],4.58,19h05m08.62s,286.28593,+37d23m13.17s,37.3869915,423.348,14.381,12.146,14.1068,Kepler-1854,-0.25,-0.11,0.0,-0.18,-0.21,-0.18,-0.25,-0.22,b,39.83,0.0,0.0,0.0,0.0,0.0,O|N|H2O|S,13.859630263656033|55.43852105462413|29.465573940532725|0.7362747411871124,NH4|SO2,6818.013902911868
Kepler-1857 b,Kepler-1857,1,1,2021,Kepler,8.94340992,0.0807,1.961,4.5,0.0,946,,6074.0,1.01,0.87,-0.54,[Fe/H],4.38,19h45m49.37s,296.4557129,+39d35m54.73s,39.598537,853.275,14.36,12.593,14.1486,Kepler-1857,-0.1,-0.2,0.0,-0.05,-0.08,-0.09,-0.13,-0.07,b,8.94,0.0,0.0,0.0,0.17,0.0,None,None,None,15391.919649616799
Kepler-1860 b,Kepler-1860,1,1,2021,Kepler,12.73719978,0.1021,1.139,1.55,0.0,697,,5420.0,0.87,0.87,0.0,[Fe/H],4.5,19h37m24.20s,294.3508497,+50d04m51.47s,50.0809627,438.703,13.569,11.808,13.4381,Kepler-1860,0.19,0.06,0.0,0.19,0.15,0.14,0.17,0.17,b,12.74,0.0,0.1,0.0,0.0,89.24,None,None,None,11332.875617347425
Kepler-1861 b,Kepler-1861,1,1,2021,Kepler,40.0306015,0.2408,2.207,5.5,0.0,617,,5855.0,1.37,1.16,0.26,[Fe/H],4.23,19h43m23.16s,295.8465148,+49d56m10.17s,49.9361586,829.985,13.709,12.239,13.6519,Kepler-1861,0.27,0.17,0.0,0.26,0.27,0.22,0.27,0.26,b,40.03,0.0,0.24,0.0,0.0,88.81,O|N|H2O|S,13.90853690989355|55.6341476395742|29.56954947043369|0.38776598009855806,SO2,10003.524085679901
Kepler-1863 b,Kepler-1863,1,1,2021,Kepler,44.99760056,0.2555,2.263,5.74,0.0,508,,5871.0,0.98,1.1,0.21,[Fe/H],4.49,18h48m57.53s,282.2397185,+43d14m38.71s,43.2440854,865.546,13.64,12.039,13.4479,Kepler-1863,-0.45,-0.19,0.0,-0.34,-0.34,-0.31,-0.36,-0.2,b,45.0,0.0,0.24,0.0,0.0,89.38,O|N|H2O|S,13.838917480166774|55.3556699206671|29.42153856283456|0.8838740363315769,SO2,8236.140496356878
Kepler-1864 b,Kepler-1864,1,1,2021,Kepler,3.88151002,0.0488,0.754,0.353,0.0,1156,,5854.0,0.98,1.03,0.06,[Fe/H],4.47,19h18m44.82s,289.6867653,+41d35m20.10s,41.5889178,298.894,12.123,10.666,12.0365,Kepler-1864,0.05,-0.08,0.0,0.07,0.01,0.04,-0.01,0.0,b,3.88,0.0,0.05,0.0,0.0,89.38,None,None,None,18791.001420650853
Kepler-1869 b,Kepler-1869,1,2,2021,Kepler,8.16736031,0.0791,1.12,1.46,0.0,865,,5808.0,0.9,0.99,-0.06,[Fe/H],4.52,19h30m27.60s,292.6149958,+42d45m51.64s,42.7643438,113.025,10.31,8.693,10.0911,Kepler-1869,0.01,-0.1,0.0,0.02,-0.02,-0.03,-0.02,-0.02,b,8.17,0.0,0.08,0.0,0.0,86.03,None,None,None,14033.1026204224
Kepler-1869 c,Kepler-1869,1,2,2023,Kepler,1.7168283,0.028,0.74,0.33,0.0,1455,,5808.0,0.9,0.99,-0.06,[Fe/H],4.52,19h30m27.60s,292.6149958,+42d45m51.64s,42.7643438,113.025,10.31,8.693,10.0911,Kepler-1869,0.01,-0.1,0.0,0.02,-0.02,-0.03,-0.02,-0.02,c,1.72,0.0,0.0,0.0,0.07,0.0,None,None,None,23586.46885109638
Kepler-187 b,Kepler-187,1,2,2014,Kepler,4.938864,0.059,1.41,2.57,0.0,1244,,6105.0,1.29,1.11,-0.02,[Fe/H],4.27,19h59m11.16s,299.7964955,+44d05m21.28s,44.0892448,1143.0,14.297,12.566,14.1753,Kepler-187,-0.05,-0.01,0.0,0.01,-0.06,-0.03,-0.07,-0.08,b,4.94,0.0,0.06,0.0,0.0,87.09,None,None,None,20447.89460779999
Kepler-187 c,Kepler-187,1,2,2014,Kepler,10.640263,0.099,2.67,7.61,0.0,963,,6105.0,1.29,1.11,-0.02,[Fe/H],4.27,19h59m11.16s,299.7964955,+44d05m21.28s,44.0892448,1143.0,14.297,12.566,14.1753,Kepler-187,-0.05,-0.01,0.0,0.01,-0.06,-0.03,-0.07,-0.08,c,10.64,0.0,0.0,0.0,0.0,0.0,None,None,None,15785.451440100735
Kepler-1870 b,Kepler-1870,1,1,2021,Kepler,3.60694003,0.0453,2.101,5.07,0.0,1046,,5508.0,0.84,0.96,0.07,[Fe/H],4.57,19h35m44.04s,293.9335076,+40d35m26.53s,40.590704,407.216,13.566,11.758,13.4199,Kepler-1870,0.04,-0.05,0.0,0.08,-0.05,-0.05,0.01,0.0,b,3.61,0.0,0.0,0.0,0.0,0.0,None,None,None,16989.420049351244
Kepler-1876 b,Kepler-1876,1,1,2021,Kepler,6.99205,0.0758,0.853,2.4,0.098,1299,,6104.0,1.48,1.19,0.01,[Fe/H],4.07,19h56m38.52s,299.1604859,+41d08m37.67s,41.1437964,259.935,10.793,9.472,10.7582,Kepler-1876,0.04,0.03,0.0,0.11,0.02,-0.05,-0.02,0.1,b,6.99,0.0,0.08,0.0,0.0,89.95,None,None,None,19268.810602787944
Kepler-1877 b,Kepler-1877,1,1,2021,Kepler,2.37756991,0.0351,0.624,0.179,0.0,1278,,5615.0,0.94,1.02,0.24,[Fe/H],4.5,19h39m28.06s,294.866924,+46d47m25.73s,46.7904816,285.312,12.29,10.642,12.2289,Kepler-1877,0.07,0.08,0.0,0.1,0.08,0.1,0.04,0.05,b,2.38,0.0,0.03,0.0,0.0,87.09,None,None,None,20813.93574953203
Kepler-1879 b,Kepler-1879,1,1,2021,Kepler,10.61340046,0.0953,2.065,4.92,0.0,987,,5865.0,1.39,1.02,0.0,[Fe/H],4.16,19h17m27.46s,289.3644209,+41d31m59.73s,41.5332589,627.171,12.825,11.444,12.7877,Kepler-1879,-0.01,-0.06,0.0,0.01,-0.02,-0.01,-0.01,-0.02,b,10.61,0.0,0.1,0.0,0.0,89.95,None,None,None,16044.383964263166
Kepler-188 b,Kepler-188,1,2,2014,Kepler,2.061897,0.032,1.68,3.46,0.0,1463,,6021.0,1.14,0.98,0.14,[Fe/H],4.35,18h45m07.13s,281.2797173,+44d18m55.71s,44.3154743,968.544,14.719,13.144,14.6336,Kepler-188,0.06,-0.04,0.0,0.03,0.08,0.02,0.03,0.09,b,2.06,0.0,0.03,0.0,0.0,85.54,None,None,None,25741.87304815237
